강원도 강릉시 교동,현대하이빌,29000.0
강원도 강릉시 송정동,대림맨션,21700.0
강원도 강릉시 포남동,삼우골든맨션,22000.0
강원도 속초시 교동,동부,17800.0
강원도 속초시 동명동,속초 THE-조은펠리스,20900.0
강원도 속초시 조양동,부영3,22600.0
강원도 속초시 조양동,부영3,24000.0
강원도 원주시 개운동,개운한신휴플러스1차,26800.0
강원도 원주시 단계동,단계이안1단지,27700.0
강원도 원주시 단계동,벽산,15800.0
강원도 원주시 단계동,현대3차,15000.0
강원도 원주시 단구동,중앙하이츠아파트,23900.0
강원도 원주시 단구동,현진에버빌6차,28000.0
강원도 원주시 명륜동,동보노빌리티2,23000.0
강원도 원주시 명륜동,한솔솔파크,26200.0
강원도 원주시 반곡동,반곡벽산블루밍1차,27000.0
강원도 원주시 반곡동,반곡벽산블루밍1차,25800.0
강원도 원주시 우산동,한라비발디,28800.0
강원도 원주시 우산동,한라비발디,28000.0
강원도 원주시 우산동,한라비발디,27700.0
강원도 원주시 태장동,세인트파크아파트,21300.0
강원도 원주시 판부면 서곡리,원주더샵아파트,29984.0
강원도 원주시 판부면 서곡리,원주더샵아파트,27000.0
강원도 원주시 판부면 서곡리,원주더샵아파트,25500.0
강원도 원주시 행구동,행구금강아미움아파트,24000.0
강원도 원주시 행구동,행구금강아미움아파트,26200.0
강원도 철원군 갈말읍 지포리,명품ESA,27000.0
강원도 춘천시 동면 만천리,춘천KCC스위첸,26800.0
강원도 춘천시 동면 만천리,춘천KCC스위첸,28500.0
강원도 춘천시 동면 만천리,한일유앤아이,27500.0
강원도 춘천시 사농동,롯데캐슬1단지,28000.0
강원도 춘천시 우두동,롯데인벤스,23200.0
강원도 춘천시 퇴계동,그린타운삼익코오롱,18000.0
강원도 춘천시 퇴계동,그린타운삼익코오롱,20000.0
강원도 춘천시 퇴계동,금호2차,19000.0
강원도 태백시 황지동,이원예채,19000.0
